source,mmdd,month,day,abundance,description
watershed_wq_ph,09-03,September,3,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
dog_bites,09-03,September,3,Low,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,09-03,September,3,Very Low,Number of heat and hot water complaints to 311
arrests,09-03,September,3,Low,Number of NYPD arrests
311_street_condition,09-03,September,3,High,Number of street condition complaints to 311
watershed_wq_temperature,09-03,September,3,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,09-03,September,3,Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,09-03,September,3,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
ferry_ridership,09-03,September,3,High,Number of NYC Ferry boardings
watershed_wq_turbidity,09-03,September,3,Very Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,09-03,September,3,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,09-04,September,4,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_ph,09-04,September,4,High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_temperature,09-04,September,4,Medium,Daily median water temperature (°C) across NYC DEP watershed reservoirs
ferry_ridership,09-04,September,4,High,Number of NYC Ferry boardings
watershed_wq_dissolved_oxygen,09-04,September,4,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,09-04,September,4,Medium,Number of street condition complaints to 311
watershed_wq_turbidity,09-04,September,4,High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_unsanitary,09-04,September,4,Very High,Number of unsanitary condition complaints to 311
watershed_wq_total_nitrogen,09-04,September,4,Very High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
arrests,09-04,September,4,High,Number of NYPD arrests
311_noise_street,09-04,September,4,High,Number of street and sidewalk noise complaints to 311
watershed_wq_total_phosphorus,09-04,September,4,Very High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
dog_bites,09-04,September,4,Low,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,09-04,September,4,Low,Number of heat and hot water complaints to 311
311_dhs,09-04,September,4,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_dhs,09-05,September,5,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_heat_hotwater,09-05,September,5,Low,Number of heat and hot water complaints to 311
watershed_wq_ph,09-05,September,5,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
311_noise_street,09-05,September,5,High,Number of street and sidewalk noise complaints to 311
311_street_condition,09-05,September,5,High,Number of street condition complaints to 311
arrests,09-05,September,5,Very High,Number of NYPD arrests
watershed_wq_dissolved_oxygen,09-05,September,5,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,09-05,September,5,High,Number of NYC Ferry boardings
watershed_wq_temperature,09-05,September,5,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_unsanitary,09-05,September,5,Very High,Number of unsanitary condition complaints to 311
dog_bites,09-05,September,5,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_phosphorus,09-05,September,5,High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,09-06,September,6,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
311_heat_hotwater,09-06,September,6,Low,Number of heat and hot water complaints to 311
311_dhs,09-06,September,6,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,09-06,September,6,Medium,Number of NYPD arrests
watershed_wq_temperature,09-06,September,6,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_turbidity,09-06,September,6,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_noise_street,09-06,September,6,Very High,Number of street and sidewalk noise complaints to 311
ferry_ridership,09-06,September,6,Medium,Number of NYC Ferry boardings
311_street_condition,09-06,September,6,Medium,Number of street condition complaints to 311
311_unsanitary,09-06,September,6,High,Number of unsanitary condition complaints to 311
dog_bites,09-06,September,6,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_dissolved_oxygen,09-06,September,6,Medium,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
dog_bites,09-07,September,7,Medium,Number of dog bite incidents reported to DOHMH
311_noise_street,09-07,September,7,Very High,Number of street and sidewalk noise complaints to 311
arrests,09-07,September,7,Low,Number of NYPD arrests
311_heat_hotwater,09-07,September,7,Very Low,Number of heat and hot water complaints to 311
311_street_condition,09-07,September,7,Very Low,Number of street condition complaints to 311
311_dhs,09-07,September,7,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,09-07,September,7,Low,Number of unsanitary condition complaints to 311
ferry_ridership,09-07,September,7,Medium,Number of NYC Ferry boardings
311_dhs,09-08,September,8,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,09-08,September,8,Very Low,Number of street condition complaints to 311
dog_bites,09-08,September,8,Low,Number of dog bite incidents reported to DOHMH
311_unsanitary,09-08,September,8,Low,Number of unsanitary condition complaints to 311
311_noise_street,09-08,September,8,Very High,Number of street and sidewalk noise complaints to 311
ferry_ridership,09-08,September,8,Very High,Number of NYC Ferry boardings
311_heat_hotwater,09-08,September,8,Very Low,Number of heat and hot water complaints to 311
arrests,09-08,September,8,Very Low,Number of NYPD arrests
arrests,09-09,September,9,Medium,Number of NYPD arrests
311_dhs,09-09,September,9,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_heat_hotwater,09-09,September,9,Low,Number of heat and hot water complaints to 311
311_noise_street,09-09,September,9,High,Number of street and sidewalk noise complaints to 311
watershed_wq_turbidity,09-09,September,9,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_ph,09-09,September,9,High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,09-09,September,9,Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,09-09,September,9,Medium,Number of NYC Ferry boardings
watershed_wq_temperature,09-09,September,9,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_street_condition,09-09,September,9,High,Number of street condition complaints to 311
311_unsanitary,09-09,September,9,Very High,Number of unsanitary condition complaints to 311
watershed_wq_dissolved_oxygen,09-09,September,9,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,09-09,September,9,Medium,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
dog_bites,09-09,September,9,Very High,Number of dog bite incidents reported to DOHMH
watershed_wq_total_phosphorus,09-09,September,9,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_noise_street,09-10,September,10,High,Number of street and sidewalk noise complaints to 311
311_unsanitary,09-10,September,10,Very High,Number of unsanitary condition complaints to 311
watershed_wq_dissolved_oxygen,09-10,September,10,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,09-10,September,10,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
ferry_ridership,09-10,September,10,High,Number of NYC Ferry boardings
watershed_wq_total_nitrogen,09-10,September,10,Very Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,09-10,September,10,High,Number of street condition complaints to 311
311_heat_hotwater,09-10,September,10,Very Low,Number of heat and hot water complaints to 311
watershed_wq_total_plankton,09-10,September,10,Very Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_temperature,09-10,September,10,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,09-10,September,10,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
arrests,09-10,September,10,High,Number of NYPD arrests
dog_bites,09-10,September,10,Medium,Number of dog bite incidents reported to DOHMH
watershed_wq_turbidity,09-10,September,10,High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_dhs,09-10,September,10,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
dog_bites,09-11,September,11,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_phosphorus,09-11,September,11,High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,09-11,September,11,High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,09-11,September,11,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
ferry_ridership,09-11,September,11,High,Number of NYC Ferry boardings
311_street_condition,09-11,September,11,High,Number of street condition complaints to 311
311_heat_hotwater,09-11,September,11,Low,Number of heat and hot water complaints to 311
watershed_wq_ph,09-11,September,11,High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,09-11,September,11,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_dhs,09-11,September,11,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,09-11,September,11,High,Number of street and sidewalk noise complaints to 311
watershed_wq_temperature,09-11,September,11,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
arrests,09-11,September,11,High,Number of NYPD arrests
watershed_wq_dissolved_oxygen,09-11,September,11,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_unsanitary,09-11,September,11,High,Number of unsanitary condition complaints to 311
watershed_wq_dissolved_oxygen,09-12,September,12,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,09-12,September,12,High,Number of street condition complaints to 311
ferry_ridership,09-12,September,12,High,Number of NYC Ferry boardings
311_unsanitary,09-12,September,12,Very High,Number of unsanitary condition complaints to 311
watershed_wq_total_phosphorus,09-12,September,12,High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,09-12,September,12,Low,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_turbidity,09-12,September,12,Very Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,09-12,September,12,High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,09-12,September,12,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_noise_street,09-12,September,12,High,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,09-12,September,12,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
arrests,09-12,September,12,Very High,Number of NYPD arrests
311_heat_hotwater,09-12,September,12,Very Low,Number of heat and hot water complaints to 311
dog_bites,09-12,September,12,Very Low,Number of dog bite incidents reported to DOHMH
311_dhs,09-12,September,12,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_temperature,09-12,September,12,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
arrests,09-13,September,13,High,Number of NYPD arrests
311_dhs,09-13,September,13,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_ph,09-13,September,13,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_unsanitary,09-13,September,13,Very High,Number of unsanitary condition complaints to 311
watershed_wq_dissolved_oxygen,09-13,September,13,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,09-13,September,13,Very High,Number of street and sidewalk noise complaints to 311
311_heat_hotwater,09-13,September,13,Very Low,Number of heat and hot water complaints to 311
